,comp_name,comp_rating,comp_reviews,comp_type,location,salaries
0,TCS,3.3 (1.1L),1.1L,IT Services & Consulting , Bengaluru +440 other locations,1.1L
1,Accenture,3.7 (72.9k),72.9k,IT Services & Consulting , Bengaluru +259 other locations,72.9k
2,Wipro,3.6 (64.7k),64.7k,IT Services & Consulting , Hyderabad +372 other locations,64.7k
3,Cognizant,3.7 (61k),61k,IT Services & Consulting , Hyderabad +234 other locations,61k
4,Capgemini,3.7 (52.7k),52.7k,IT Services & Consulting , Bengaluru +182 other locations,52.7k
5,HDFC Bank,3.8 (51.9k),51.9k,Banking , Mumbai +1843 other locations,51.9k
6,Infosys,3.5 (48.4k),48.4k,IT Services & Consulting , Bengaluru +248 other locations,48.4k
7,ICICI Bank,4.0 (45.6k),45.6k,Banking , Mumbai +1443 other locations,45.6k
8,HCLTech,3.4 (45.6k),45.6k,IT Services & Consulting , Chennai +234 other locations,45.6k
9,Tech Mahindra,3.4 (43.1k),43.1k,IT Services & Consulting , Hyderabad +331 other locations,43.1k
10,Genpact,3.6 (41.8k),41.8k,Analytics & KPO , Hyderabad +182 other locations,41.8k
11,TP,3.8 (37.9k),37.9k,BPO , Mumbai +257 other locations,37.9k
12,Jio,4.4 (33.6k),33.6k,Telecom , Mumbai +1963 other locations,33.6k
13,Axis Bank,3.6 (32.9k),32.9k,Banking , Mumbai +1516 other locations,32.9k
14,Concentrix Corporation,3.6 (32k),32k,BPO , Bengaluru +180 other locations,32k
15,Amazon,3.9 (31.4k),31.4k,Internet , Bengaluru +525 other locations,31.4k
16,Reliance Retail,3.9 (27.3k),27.3k,Retail , Mumbai +1159 other locations,27.3k
17,iEnergizer,4.6 (27.2k),27.2k,BPO , Noida +52 other locations,27.2k
18,LTIMindtree,3.6 (26.2k),26.2k,IT Services & Consulting , Bengaluru +145 other locations,26.2k
19,IBM,3.9 (25.7k),25.7k,IT Services & Consulting , Bengaluru +161 other locations,25.7k
20,HDB Financial Services,3.9 (25.5k),25.5k,NBFC , Mumbai +1096 other locations,25.5k
21,Larsen & Toubro Limited,3.9 (23.7k),23.7k,Engineering & Construction , Chennai +762 other locations,23.7k
22,Deloitte,3.7 (22.9k),22.9k,Management Consulting , Hyderabad +189 other locations,22.9k
23,Kotak Mahindra Bank,3.6 (22.3k),22.3k,Banking , Mumbai +690 other locations,22.3k
24,Reliance Industries,4.0 (20.1k),20.1k,Oil & Gas , Jamnagar +822 other locations,20.1k
25,Vodafone Idea,3.9 (17.6k),17.6k,Telecom , Pune +709 other locations,17.6k
26,Bharti Airtel,3.8 (17k),17k,Telecom , Gurugram +794 other locations,17k
27,BYJU'S,3.2 (16.4k),16.4k,EdTech , Bengaluru +322 other locations,16.4k
28,WNS,3.3 (15.1k),15.1k,IT Services & Consulting , Pune +66 other locations,15.1k
29,IDFC FIRST Bank,3.9 (14.4k),14.4k,Banking , Mumbai +722 other locations,14.4k
30,Ernst & Young,3.4 (14.4k),14.4k,Management Consulting , Bengaluru +132 other locations,14.4k
31,Tata Motors,4.1 (14.2k),14.2k,Automobile , Pune +508 other locations,14.2k
32,IndusInd Bank,3.4 (14.2k),14.2k,Banking , Mumbai +796 other locations,14.2k
33,AU Small Finance Bank,3.9 (14.1k),14.1k,Banking , Jaipur +795 other locations,14.1k
34,Muthoot FinCorp,4.6 (13.1k),13.1k,NBFC , Bengaluru +1120 other locations,13.1k
35,Bajaj Finserv,4.0 (13k),13k,NBFC , Pune +1184 other locations,13k
36,Flipkart,3.9 (12.9k),12.9k,Internet , Bengaluru +560 other locations,12.9k
37,PwC,3.3 (12.4k),12.4k,Management Consulting , Bengaluru +136 other locations,12.4k
38,Mahindra & Mahindra,4.0 (12k),12k,Automobile , Pune +567 other locations,12k
39,Infosys BPM,3.5 (12k),12k,BPO , Bengaluru +96 other locations,12k
40,HDFC Life,3.9 (12k),12k,Insurance , Mumbai +708 other locations,12k
41,DXC Technology,3.6 (11.9k),11.9k,IT Services & Consulting , Bengaluru +131 other locations,11.9k
42,Bandhan Bank,3.7 (11k),11k,Banking , Kolkata +1005 other locations,11k
43,Digitide Solutions,3.5 (10.3k),10.3k,IT Services & Consulting , Hyderabad +273 other locations,10.3k
44,Mphasis,3.3 (10.2k),10.2k,IT Services & Consulting , Bengaluru +64 other locations,10.2k
45,Yes Bank,3.7 (10.1k),10.1k,Banking , Mumbai +543 other locations,10.1k
46,Tata Steel,4.0 (9.9k),9.9k,Iron & Steel , Jamshedpur +231 other locations,9.9k
47,Quess,3.8 (9.7k),9.7k,Recruitment , Bengaluru +750 other locations,9.7k
48,Maruti Suzuki,4.2 (9.5k),9.5k,Automobile , Gurugram +457 other locations,9.5k
49,Asian Paints,3.9 (9.5k),9.5k,Chemicals , Mumbai +555 other locations,9.5k
50,Startek,3.1 (9.4k),9.4k,BPO , Bengaluru +104 other locations,9.4k
51,UltraTech Cement,4.1 (9.4k),9.4k,Building Material , Mumbai +542 other locations,9.4k
52,Paytm,3.2 (9.3k),9.3k,FinTech , Noida +421 other locations,9.3k
53,Bajaj Finance,3.9 (9.1k),9.1k,NBFC , Pune +986 other locations,9.1k
54,Shriram Finance,4.0 (9.1k),9.1k,NBFC , Chennai +1119 other locations,9.1k
55,Sutherland Global Services,3.4 (9k),9k,BPO , Chennai +83 other locations,9k
56,Equitas Small Finance Bank,4.4 (8.8k),8.8k,Banking , Chennai +484 other locations,8.8k
57,Wells Fargo,3.6 (8.6k),8.6k,Financial Services , Bengaluru +27 other locations,8.6k
58,Cipla,4.1 (8.6k),8.6k,Pharma , Mumbai +295 other locations,8.6k
59,EXL Service,3.6 (8.5k),8.5k,Analytics & KPO , Noida +61 other locations,8.5k
60,Ericsson,3.9 (8.4k),8.4k,Telecom , Noida +163 other locations,8.4k
61,Samsung,3.9 (8.4k),8.4k,Consumer Electronics & Appliances , Noida +585 other locations,8.4k
62,Dr. Reddy's,4.0 (8.2k),8.2k,Pharma , Hyderabad +215 other locations,8.2k
63,Optum Global Solutions,4.0 (7.9k),7.9k,IT Services & Consulting , Hyderabad +68 other locations,7.9k
64,JSW Steel,3.9 (7.8k),7.8k,Iron & Steel , Ballari +195 other locations,7.8k
65,JPMorgan Chase & Co.,3.8 (7.8k),7.8k,Financial Services , Bengaluru +55 other locations,7.8k
66,Delhivery,3.8 (7.8k),7.8k,Logistics , Gurugram +762 other locations,7.8k
67,ICICI Prudential Life Insurance,3.9 (7.7k),7.7k,Insurance , Mumbai +506 other locations,7.7k
68,Hexaware Technologies,3.4 (7.6k),7.6k,IT Services & Consulting , Chennai +69 other locations,7.6k
69,Ujjivan Small Finance Bank,4.0 (7.6k),7.6k,Banking , Bengaluru +539 other locations,7.6k
70,Jana Small Finance Bank,3.8 (7.6k),7.6k,Banking , Bengaluru +421 other locations,7.6k
71,HGS,3.7 (7.6k),7.6k,Emerging Technologies , Bengaluru +122 other locations,7.6k
72,Sun Pharmaceutical Industries,4.1 (7.6k),7.6k,Pharma , Vadodara +265 other locations,7.6k
73,Amazon Development Centre India,3.8 (7.5k),7.5k,Internet , Hyderabad +146 other locations,7.5k
74,Zydus Lifesciences,4.0 (7.4k),7.4k,Pharma , Ahmedabad +179 other locations,7.4k
75,Ekart Logistics,3.9 (7.4k),7.4k,Logistics , Bengaluru +741 other locations,7.4k
76,Lupin,4.1 (7.3k),7.3k,Pharma , Pune +205 other locations,7.3k
77,L&T Construction,4.0 (7.3k),7.3k,Engineering & Construction , Chennai +435 other locations,7.3k
78,KPMG India,3.4 (7.2k),7.2k,Management Consulting , Bengaluru +112 other locations,7.2k
79,Hindustan Unilever,4.2 (7.2k),7.2k,FMCG , Mumbai +543 other locations,7.2k
80,Axis Max Life Insurance,4.0 (7.1k),7.1k,Insurance , New Delhi +505 other locations,7.1k
81,ITC,3.9 (7.1k),7.1k,FMCG , Bengaluru +379 other locations,7.1k
82,Megha Engineering & Infrastructures,3.9 (6.9k),6.9k,Engineering & Construction , Hyderabad +406 other locations,6.9k
83,Tata Projects,4.2 (6.8k),6.8k,Engineering & Construction , Mumbai +287 other locations,6.8k
84,Coforge,3.3 (6.8k),6.8k,IT Services & Consulting , Noida +103 other locations,6.8k
85,Bajaj Life Insurance,3.8 (6.6k),6.6k,Insurance , Pune +616 other locations,6.6k
86,Cholamandalam Investment & Finance,3.8 (6.6k),6.6k,Financial Services , Chennai +859 other locations,6.6k
87,FIS,3.8 (6.5k),6.5k,FinTech , Pune +60 other locations,6.5k
88,L&T Technology Services,3.1 (6.5k),6.5k,IT Services & Consulting , Bengaluru +93 other locations,6.5k
89,Oracle,3.4 (6.4k),6.4k,Software Product , Bengaluru +56 other locations,6.4k
90,Omega Healthcare,3.8 (6.4k),6.4k,BPO , Chennai +69 other locations,6.4k
91,Muthoot Finance,3.7 (6.4k),6.4k,NBFC , Bengaluru +792 other locations,6.4k
92,IIFL Finance,4.0 (6.3k),6.3k,NBFC , Mumbai +810 other locations,6.3k
93,JLL,4.1 (6.3k),6.3k,Real Estate , Gurugram +86 other locations,6.3k
94,Indian Army,4.7 (6.3k),6.3k,Defence & Aerospace , New Delhi +363 other locations,6.3k
95,eClerx,3.1 (6.2k),6.2k,IT Services & Consulting , Pune +32 other locations,6.2k
96,HCL Group,3.5 (6.1k),6.1k,IT Services & Consulting , Chennai +97 other locations,6.1k
97,DMart,3.9 (6.1k),6.1k,Retail , Mumbai +251 other locations,6.1k
98,Virtusa Consulting Services,3.7 (6.1k),6.1k,IT Services & Consulting , Hyderabad +55 other locations,6.1k
99,Piramal Finance,4.2 (6k),6k,NBFC , Mumbai +424 other locations,6k
100,HSBC Group,3.8 (6k),6k,Financial Services , Bengaluru +63 other locations,6k
101,Indiamart Intermesh,3.5 (6k),6k,Internet , Noida +174 other locations,6k
102,PolicyBazaar,3.8 (6k),6k,Internet , Gurugram +153 other locations,6k
103,SMFG India Credit,3.9 (5.9k),5.9k,NBFC , Mumbai +599 other locations,5.9k
104,Access Healthcare,3.7 (5.8k),5.8k,BPO , Chennai +63 other locations,5.8k
105,BigBasket,3.8 (5.8k),5.8k,Internet , Bengaluru +144 other locations,5.8k
106,Siemens,3.9 (5.8k),5.8k,Industrial Automation , Bengaluru +155 other locations,5.8k
107,Aurobindo Pharma,4.0 (5.8k),5.8k,Pharma , Hyderabad +115 other locations,5.8k
108,Manappuram Finance,3.9 (5.7k),5.7k,NBFC , Bengaluru +660 other locations,5.7k
109,Udaan,3.9 (5.7k),5.7k,Internet , Bengaluru +367 other locations,5.7k
110,GlobalLogic,3.5 (5.7k),5.7k,IT Services & Consulting , Hyderabad +62 other locations,5.7k
111,Firstsource Solutions,3.6 (5.7k),5.7k,BPO , Bengaluru +74 other locations,5.7k
112,ICICI Lombard General Insurance Company,3.5 (5.7k),5.7k,Insurance , Mumbai +319 other locations,5.7k
113,Tata Capital,4.0 (5.7k),5.7k,NBFC , Mumbai +450 other locations,5.7k
114,Shapoorji Pallonji Group,4.1 (5.7k),5.7k,Engineering & Construction , Mumbai +189 other locations,5.7k
115,Standard Chartered,3.6 (5.7k),5.7k,Banking , Chennai +67 other locations,5.7k
116,UST,3.7 (5.6k),5.6k,IT Services & Consulting , Bengaluru +52 other locations,5.6k
117,Apollo Hospitals,4.1 (5.6k),5.6k,Healthcare , Chennai +228 other locations,5.6k
118,Mahindra Finance,3.9 (5.6k),5.6k,NBFC , Mumbai +737 other locations,5.6k
119,Bosch Global Software Technologies,3.7 (5.6k),5.6k,IT Services & Consulting , Bengaluru +47 other locations,5.6k
120,Ashok Leyland,4.0 (5.6k),5.6k,Automobile , Chennai +266 other locations,5.6k
121,Swiggy,3.7 (5.5k),5.5k,Internet , Bengaluru +239 other locations,5.5k
122,Citicorp,3.6 (5.5k),5.5k,Financial Services , Pune +68 other locations,5.5k
123,Hero MotoCorp,4.1 (5.4k),5.4k,Automobile , Gurugram +370 other locations,5.4k
124,CGI Group,4.0 (5.4k),5.4k,IT Services & Consulting , Bengaluru +44 other locations,5.4k
125,Cyient,3.6 (5.3k),5.3k,IT Services & Consulting , Hyderabad +49 other locations,5.3k
126,SBI Cards & Payment Services,3.6 (5.3k),5.3k,Financial Services , Gurugram +444 other locations,5.3k
127,BNY,3.6 (5.3k),5.3k,Financial Services , Pune +27 other locations,5.3k
128,NTT DATA,3.8 (5.2k),5.2k,IT Services & Consulting , Bengaluru +81 other locations,5.2k
129,Kalpataru Projects International,4.2 (5.2k),5.2k,Engineering & Construction , Mumbai +325 other locations,5.2k
130,IQVIA,3.7 (5.2k),5.2k,Clinical Research , Bengaluru +67 other locations,5.2k
131,Nagarjuna Construction Company,4.0 (5.2k),5.2k,Engineering & Construction , Hyderabad +299 other locations,5.2k
132,JustDial,3.5 (5.1k),5.1k,Internet , Noida +233 other locations,5.1k
133,Schneider Electric,4.1 (5.1k),5.1k,Industrial Automation , Bengaluru +120 other locations,5.1k
134,SBI Life Insurance Company,3.7 (5.1k),5.1k,Insurance , Mumbai +658 other locations,5.1k
135,CBRE,4.1 (5.1k),5.1k,Real Estate , Hyderabad +92 other locations,5.1k
136,TVS Motor,3.9 (5.1k),5.1k,Automobile , Hosur +353 other locations,5.1k
137,Persistent Systems,3.6 (5k),5k,IT Services & Consulting , Pune +42 other locations,5k
138,State Bank of India,3.8 (4.9k),4.9k,Banking , Mumbai +626 other locations,4.9k
139,Atos,3.8 (4.9k),4.9k,IT Services & Consulting , Pune +49 other locations,4.9k
140,vivo,4.1 (4.9k),4.9k,Consumer Electronics & Appliances , Noida +415 other locations,4.9k
141,KEC International,4.0 (4.9k),4.9k,Engineering & Construction , Mumbai +314 other locations,4.9k
142,Amdocs,3.6 (4.8k),4.8k,Software Product , Pune +24 other locations,4.8k
143,Ecom Express,4.0 (4.8k),4.8k,Logistics , Gurugram +778 other locations,4.8k
144,ITC Infotech,3.8 (4.8k),4.8k,IT Services & Consulting , Bengaluru +69 other locations,4.8k
145,JBM Group,3.9 (4.8k),4.8k,Auto Components , Gurugram +118 other locations,4.8k
146,Varun Beverages,4.0 (4.8k),4.8k,Beverage , New Delhi +383 other locations,4.8k
147,Eviden,3.6 (4.8k),4.8k,IT Services & Consulting , Pune +39 other locations,4.8k
148,Nagarro,3.9 (4.7k),4.7k,IT Services & Consulting , Gurugram +49 other locations,4.7k
149,Utkarsh Small Finance Bank,3.6 (4.7k),4.7k,Banking , Varanasi +413 other locations,4.7k
150,Randstad,3.7 (4.7k),4.7k,Recruitment , Hyderabad +363 other locations,4.7k
151,Bosch,4.1 (4.7k),4.7k,Auto Components , Bengaluru +132 other locations,4.7k
152,EY Global Delivery Services ( EY GDS),3.5 (4.6k),4.6k,IT Services & Consulting , Bengaluru +56 other locations,4.6k
153,Hewlett Packard Enterprise,4.0 (4.6k),4.6k,IT Services & Consulting , Bengaluru +104 other locations,4.6k
154,Aditya Birla Fashion and Retail,4.0 (4.6k),4.6k,Fashion & Textile , Bengaluru +293 other locations,4.6k
155,Cars24,3.5 (4.6k),4.6k,Internet , Gurugram +172 other locations,4.6k
156,L&T Finance,3.9 (4.6k),4.6k,NBFC , Mumbai +644 other locations,4.6k
157,Home Credit Finance,4.0 (4.6k),4.6k,NBFC , Gurugram +139 other locations,4.6k
158,Havells,3.9 (4.6k),4.6k,Electrical Equipment , Noida +264 other locations,4.6k
159,Mahindra Logistics,3.7 (4.6k),4.6k,Logistics , Mumbai +235 other locations,4.6k
160,Intas Pharmaceuticals,4.1 (4.5k),4.5k,Pharma , Ahmedabad +150 other locations,4.5k
161,R1 RCM,3.8 (4.5k),4.5k,BPO , New Delhi +47 other locations,4.5k
162,Dell,3.8 (4.5k),4.5k,Consumer Electronics & Appliances , Bengaluru +118 other locations,4.5k
163,OPPO,3.9 (4.5k),4.5k,Consumer Electronics & Appliances , Greater Noida +413 other locations,4.5k
164,Tata AIA Life Insurance,3.9 (4.5k),4.5k,Insurance , Mumbai +448 other locations,4.5k
165,Hetero,3.9 (4.5k),4.5k,Pharma , Hyderabad +70 other locations,4.5k
166,Hyundai Motor India Limited,4.1 (4.4k),4.4k,Automobile , Chennai +292 other locations,4.4k
167,Deutsche Bank,3.9 (4.4k),4.4k,Banking , Pune +42 other locations,4.4k
168,Berger Paints,3.7 (4.4k),4.4k,Chemicals , Kolkata +363 other locations,4.4k
169,Motilal Oswal Financial Services,3.7 (4.4k),4.4k,Financial Services , Mumbai +170 other locations,4.4k
170,Lenskart,3.3 (4.4k),4.4k,Internet , New Delhi +248 other locations,4.4k
171,TeamLease Services,3.9 (4.3k),4.3k,Recruitment , Bengaluru +401 other locations,4.3k
172,VE Commercial Vehicles,3.9 (4.3k),4.3k,Automobile , Indore +181 other locations,4.3k
173,Thermax Limited,4.2 (4.3k),4.3k,Industrial Machinery , Pune +256 other locations,4.3k
174,Jubilant Foods Works,3.7 (4.2k),4.2k,Hospitality , Noida +266 other locations,4.2k
175,Macleods Pharmaceuticals,3.7 (4.2k),4.2k,Pharma , Mumbai +135 other locations,4.2k
176,Bajaj Auto,3.8 (4.2k),4.2k,Automobile , Pune +321 other locations,4.2k
177,Carelon Global Solutions,3.9 (4.2k),4.2k,IT Services & Consulting , Bengaluru +21 other locations,4.2k
178,Aakash Educational Services,3.2 (4.2k),4.2k,Education & Training , New Delhi +250 other locations,4.2k
179,Kogta Financial India Limited,4.7 (4.1k),4.1k,NBFC , Jaipur +261 other locations,4.1k
180,LG Electronics,3.8 (4.1k),4.1k,Consumer Electronics & Appliances , Pune +300 other locations,4.1k
181,Hindalco Industries,4.2 (4.1k),4.1k,Metals & Mining , Sambalpur +130 other locations,4.1k
182,Jindal Steel Limited,3.9 (4.1k),4.1k,Iron & Steel , Angul +175 other locations,4.1k
183,State Street Corporation,3.5 (4.1k),4.1k,Financial Services , Bengaluru +35 other locations,4.1k
184,Royal Enfield,4.2 (4.1k),4.1k,Automobile , Chennai +378 other locations,4.1k
185,DCB Bank,3.8 (4k),4k,Banking , Mumbai +347 other locations,4k
186,HDFC Ergo General Insurance,4.0 (4k),4k,Insurance , Mumbai +328 other locations,4k
187,Tata Communications,3.9 (4k),4k,Telecom , Pune +102 other locations,4k
188,John Deere,4.0 (4k),4k,Industrial Machinery , Pune +154 other locations,4k
189,RBL Bank,3.5 (4k),4k,Banking , Mumbai +291 other locations,4k
190,Cloudnine Hospital,4.5 (4k),4k,Healthcare , Bengaluru +46 other locations,4k
191,Cummins,4.3 (4k),4k,Industrial Machinery , Pune +116 other locations,4k
192,Publicis Sapient,3.2 (3.9k),3.9k,IT Services & Consulting , Bengaluru +46 other locations,3.9k
193,Bank of America,4.1 (3.9k),3.9k,Banking , Gurugram +35 other locations,3.9k
194,Alembic Pharmaceuticals,3.9 (3.9k),3.9k,Pharma , Vadodara +188 other locations,3.9k
195,Pidilite Industries,4.2 (3.9k),3.9k,Chemicals , Mumbai +319 other locations,3.9k
196,Oyo Rooms,3.0 (3.9k),3.9k,Internet , Gurugram +121 other locations,3.9k
197,American Express,4.1 (3.8k),3.8k,Financial Services , Gurugram +55 other locations,3.8k
198,Aditya Birla Sun Life Insurance,4.0 (3.8k),3.8k,Insurance , Mumbai +499 other locations,3.8k
199,Grasim Industries,4.0 (3.8k),3.8k,Building Material , Bharuch +252 other locations,3.8k
200,Subros,3.8 (3.8k),3.8k,Auto Components , Noida +90 other locations,3.8k
201,Kyndryl,4.0 (3.8k),3.8k,IT Services & Consulting , Bengaluru +39 other locations,3.8k
202,PNB MetLife,3.3 (3.8k),3.8k,Insurance , New Delhi +426 other locations,3.8k
203,Reliance Communications,4.0 (3.8k),3.8k,Telecom , Mumbai +467 other locations,3.8k
204,ADP Private Limited,3.9 (3.8k),3.8k,Software Product , Hyderabad +41 other locations,3.8k
205,Altruist Technologies,4.4 (3.8k),3.8k,BPO , Bengaluru +43 other locations,3.8k
206,Aditya Birla Capital,3.8 (3.8k),3.8k,NBFC , Mumbai +345 other locations,3.8k
207,XpressBees,4.2 (3.8k),3.8k,Logistics , Pune +479 other locations,3.8k
208,Viatris,4.1 (3.8k),3.8k,Pharma , Hyderabad +80 other locations,3.8k
209,PVR INOX,3.9 (3.8k),3.8k,Media & Entertainment , New Delhi +151 other locations,3.8k
210,Escorts Kubota Limited,4.0 (3.8k),3.8k,Industrial Machinery , Faridabad +158 other locations,3.8k
211,Maersk,4.0 (3.7k),3.7k,Logistics , Chennai +49 other locations,3.7k
212,KPIT Technologies,2.9 (3.7k),3.7k,Software Product , Pune +43 other locations,3.7k
213,JK Cement,4.0 (3.7k),3.7k,Building Material , New Delhi +334 other locations,3.7k
214,Birlasoft,3.5 (3.7k),3.7k,IT Services & Consulting , Pune +49 other locations,3.7k
215,Synechron,3.4 (3.7k),3.7k,IT Services & Consulting , Pune +33 other locations,3.7k
216,Glenmark Pharmaceuticals,3.8 (3.7k),3.7k,Pharma , Mumbai +187 other locations,3.7k
217,Dabur,3.8 (3.7k),3.7k,FMCG , New Delhi +323 other locations,3.7k
218,Sodexo,4.0 (3.7k),3.7k,Facility Management Services , Mumbai +161 other locations,3.7k
219,Bharat Electronics,4.2 (3.7k),3.7k,Electronics Manufacturing , Bengaluru +88 other locations,3.7k
220,Kotak Mahindra Life Insurance Company,3.5 (3.7k),3.7k,Insurance , Mumbai +258 other locations,3.7k
221,Cogent E Services,3.1 (3.7k),3.7k,BPO , Noida +57 other locations,3.7k
222,Godrej & Boyce Manufacturing,3.8 (3.6k),3.6k,Consumer Electronics & Appliances , Mumbai +169 other locations,3.6k
223,Samvardhana Motherson Group,3.7 (3.6k),3.6k,Auto Components , Noida +94 other locations,3.6k
224,Abbott,4.1 (3.6k),3.6k,Pharma , Mumbai +214 other locations,3.6k
225,PhonePe,4.0 (3.6k),3.6k,FinTech , Bengaluru +402 other locations,3.6k
226,Ipca Laboratories,3.8 (3.6k),3.6k,Pharma , Mumbai +161 other locations,3.6k
227,Aarti Industries,4.1 (3.6k),3.6k,Agro Chemicals , Bharuch +58 other locations,3.6k
228,Reliance Projects & Property Management Services,4.0 (3.6k),3.6k,Other , Kolkata +626 other locations,3.6k
229,Reliance Digital,4.1 (3.6k),3.6k,Retail , Mumbai +380 other locations,3.6k
230,Indian Oil Corporation,4.4 (3.5k),3.5k,Oil & Gas , New Delhi +313 other locations,3.5k
231,MRF Tyres,3.6 (3.5k),3.5k,Auto Components , Chennai +194 other locations,3.5k
232,Blinkit,3.8 (3.5k),3.5k,Internet , Gurugram +154 other locations,3.5k
233,UNO Minda,4.0 (3.5k),3.5k,Auto Components , Pune +111 other locations,3.5k
234,IGT Solutions,3.2 (3.5k),3.5k,BPO , New Delhi +47 other locations,3.5k
235,Johnson Controls,3.5 (3.5k),3.5k,Industrial Automation , Pune +58 other locations,3.5k
236,Alkem Laboratories,3.9 (3.5k),3.5k,Pharma , Mumbai +200 other locations,3.5k
237,Honda Motorcycle & Scooter,4.1 (3.5k),3.5k,Automobile , Gurugram +302 other locations,3.5k
238,"NTT DATA, Inc.",3.9 (3.5k),3.5k,IT Services & Consulting , Bengaluru +36 other locations,3.5k
239,ArcelorMittal Nippon Steel,4.1 (3.5k),3.5k,Iron & Steel , Surat +86 other locations,3.5k
240,Vishal Mega Mart,3.8 (3.5k),3.5k,Retail , New Delhi +379 other locations,3.5k
241,[24]7.ai,3.4 (3.5k),3.5k,Software Product , Bengaluru +36 other locations,3.5k
242,Hindustan Coca Cola Beverages,4.0 (3.4k),3.4k,Beverage , Bengaluru +264 other locations,3.4k
243,UBS,3.8 (3.4k),3.4k,Financial Services , Pune +19 other locations,3.4k
244,DTDC Express,3.7 (3.4k),3.4k,Logistics , New Delhi +272 other locations,3.4k
245,IndusInd Nippon Life Insurance,3.4 (3.4k),3.4k,Mumbai +490 other locations,,3.4k
246,Bajaj General Insurance Limited,3.7 (3.4k),3.4k,Insurance , Pune +305 other locations,3.4k
247,ABB,4.0 (3.4k),3.4k,Industrial Machinery , Bengaluru +109 other locations,3.4k
248,Barclays,3.8 (3.4k),3.4k,Banking , Pune +38 other locations,3.4k
249,Ford Motor,4.2 (3.4k),3.4k,Automobile , Chennai +132 other locations,3.4k
250,Ceat Tyres,3.9 (3.4k),3.4k,Auto Components , Nagpur +142 other locations,3.4k
251,TVS Credit Services Ltd,4.2 (3.3k),3.3k,NBFC , Chennai +441 other locations,3.3k
252,RSPL Group,4.1 (3.3k),3.3k,FMCG , Kanpur +256 other locations,3.3k
253,NatWest Group,4.0 (3.3k),3.3k,Banking , Gurugram +28 other locations,3.3k
254,AGS Health,4.0 (3.3k),3.3k,Analytics & KPO , Chennai +64 other locations,3.3k
255,HARMAN,3.8 (3.3k),3.3k,Consumer Electronics & Appliances , Bengaluru +42 other locations,3.3k
256,Croma,3.8 (3.3k),3.3k,Retail , Mumbai +193 other locations,3.3k
257,InterGlobe Aviation,3.5 (3.3k),3.3k,Aviation , New Delhi +105 other locations,3.3k
258,Conduent,3.4 (3.3k),3.3k,BPO , Bengaluru +35 other locations,3.3k
259,Alstom Transportation,3.7 (3.3k),3.3k,Engineering & Construction , Bengaluru +80 other locations,3.3k
260,Niva Bupa Health Insurance Company,4.0 (3.3k),3.3k,Insurance , New Delhi +322 other locations,3.3k
261,Indian Air Force,4.6 (3.3k),3.3k,Defence & Aerospace , New Delhi +134 other locations,3.3k
262,Tata Technologies,3.4 (3.2k),3.2k,Engineering & Construction , Pune +58 other locations,3.2k
263,GeBBS Healthcare Solutions,3.8 (3.2k),3.2k,BPO , Mumbai +26 other locations,3.2k
264,Tata AIG,4.0 (3.2k),3.2k,Insurance , Mumbai +260 other locations,3.2k
265,UPL,4.1 (3.2k),3.2k,Agro Chemicals , Ankleshwar +185 other locations,3.2k
266,Allcargo Logistics,3.8 (3.2k),3.2k,Logistics , Mumbai +175 other locations,3.2k
267,Max Healthcare,4.0 (3.2k),3.2k,Healthcare , New Delhi +78 other locations,3.2k
268,Amazon Transportation Services,4.2 (3.2k),3.2k,Logistics , Hyderabad +226 other locations,3.2k
269,PepsiCo,4.0 (3.2k),3.2k,Food Processing , Hyderabad +280 other locations,3.2k
270,Dilip Buildcon,3.9 (3.1k),3.1k,Engineering & Construction , Bhopal +229 other locations,3.1k
271,Marpu Foundation,4.9 (3.1k),3.1k,Non-Profit , Hyderabad +61 other locations,3.1k
272,Titan Company,4.2 (3.1k),3.1k,Retail , Bengaluru +186 other locations,3.1k
273,Walmart,3.5 (3.1k),3.1k,Retail , Bengaluru +92 other locations,3.1k
274,Mankind Pharma,3.8 (3.1k),3.1k,Pharma , New Delhi +247 other locations,3.1k
275,Jindal Stainless,4.2 (3.1k),3.1k,Iron & Steel , Jajpur +78 other locations,3.1k
276,Sagility,3.9 (3.1k),3.1k,BPO , Bengaluru +28 other locations,3.1k
277,Varroc Group,3.6 (3.1k),3.1k,Auto Components , Pune +62 other locations,3.1k
278,S&P Global,4.0 (3.1k),3.1k,Analytics & KPO , Hyderabad +47 other locations,3.1k
279,Societe Generale Global Solution Centre,3.6 (3.1k),3.1k,IT Services & Consulting , Bengaluru +23 other locations,3.1k
280,MSN Laboratories,3.6 (3.1k),3.1k,Pharma , Hyderabad +105 other locations,3.1k
281,Quest Global,3.5 (3.1k),3.1k,IT Services & Consulting , Bengaluru +49 other locations,3.1k
282,Afcons Infrastructure,4.2 (3.1k),3.1k,Engineering & Construction , Mumbai +123 other locations,3.1k
283,Torrent Pharmaceuticals,4.0 (3.1k),3.1k,Pharma , Ahmedabad +131 other locations,3.1k
284,Ola Electric Mobility,3.3 (3k),3k,Automobile , Bengaluru +434 other locations,3k
285,Future Group,4.3 (3k),3k,Retail , Mumbai +207 other locations,3k
286,IDFC FIRST Bharat,4.2 (3k),3k,Financial Services , Chennai +439 other locations,3k
287,ESAF Small Finance Bank,3.6 (3k),3k,Banking , Thrissur +453 other locations,3k
288,Square Yards,3.6 (3k),3k,Internet , Gurugram +51 other locations,3k
